id,character_id,sprite,cat_speaking,en,effets,room_id,time,start_condition,variant,item_given,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,next_line_1,next_line_2,next_line_3,next_line_4,next_line_5,next_line_6,fr
monster-witch_[sad]___alt-trial-end-2__%°@#,monster-witch,sad,FALSE,Just like what happened with little Flurny.,,,,,alt-trial-end-2,,,,,,,,kitchen-witch_[happy]___alt-trial-end-3__%°@#,,,,,,
kitchen-witch_[happy]___alt-trial-end-3__%°@#,kitchen-witch,happy,FALSE,"Oh yeah, that little bugger was always trying to sneak into the kitchen when I wasn't looking.",,,,,alt-trial-end-3,,,,,,,,housekeeper_[neutral]___alt-trial-end-4__%°@#,,,,,,
housekeeper_[neutral]___alt-trial-end-4__%°@#,housekeeper,neutral,FALSE,There wasn't nearly as much of a mess back then. Though I suppose he did fall from a lower floor.,,,,,alt-trial-end-4,,,,,,,,time-witch_[sad]___alt-trial-end-5__%°@#,,,,,,
time-witch_[sad]___alt-trial-end-5__%°@#,time-witch,sad,FALSE,Betrayed by a misaligned agent of time.,,,,,alt-trial-end-5,,,,,,,,housekeeper_[sad]___alt-trial-end-6__%°@#,,,,,,
housekeeper_[sad]___alt-trial-end-6__%°@#,housekeeper,sad,FALSE,To think something as simple as this could lead to such a tragedy...,,,,,alt-trial-end-6,,,,,,,,housekeeper_[happy]___alt-trial-end-7__%°@#,,,,,,
housekeeper_[happy]___alt-trial-end-7__%°@#,housekeeper,happy,FALSE,Though I admit it is quite a relief to hear that no witch here would do something so awful to an innocent girl.,,,,,alt-trial-end-7,,,,,,,,kitchen-witch_[happy]___alt-trial-end-8__%°@#,,,,,,
kitchen-witch_[happy]___alt-trial-end-8__%°@#,kitchen-witch,happy,FALSE,You can say that again! I didn't think I'd ever feel the need to sleep with a knife under my pillow before all this!,,,,,alt-trial-end-8,,,,,,,,edgy-witch_[displeased]___alt-trial-end-9__%°@#,,,,,,
edgy-witch_[displeased]___alt-trial-end-9__%°@#,edgy-witch,displeased,FALSE,"This is unbefitting of a practionner of the arcane arts. You're a witch, not a vulgar commoner.",,,,,alt-trial-end-9,,,,,,,,emo-witch_[sad]___alt-trial-end-10__%°@#,,,,,,
emo-witch_[sad]___alt-trial-end-10__%°@#,emo-witch,sad,FALSE,...,,,,,alt-trial-end-10,,,,,,,,housekeeper_[happy]___alt-trial-end-11__%°@#,,,,,,
housekeeper_[happy]___alt-trial-end-11__%°@#,housekeeper,happy,FALSE,You did a great job dearie. I'm so glad you figured it out. Safe travels now.,,,,,alt-trial-end-11,,,,,,,,cat_[neutral]___alt-trial-end-12__%°c@#,,,,,,
cat_[neutral]___alt-trial-end-12__%°c@#,cat,,TRUE,You turn around and walk to the invocation circle with the satisfaction of a job well done.,,,,,alt-trial-end-12,,,,,,,,cat_[neutral]___alt-trial-end-13__%°@#,,,,,,
cat_[neutral]___alt-trial-end-13__%°@#,cat,,FALSE,Apart from that strange feeling that the puzzle is incomplete.,,,,,alt-trial-end-13,,,,,,,,cat_[neutral]___alt-trial-end-14__%°@#,,,,,,
cat_[neutral]___alt-trial-end-14__%°@#,cat,,FALSE,...,,,,,alt-trial-end-14,,,,,,,,cat_[neutral]___alt-trial-end-15__%°@#,,,,,,
cat_[neutral]___alt-trial-end-15__%°@#,cat,,FALSE,It's probably nothing.,,,,,alt-trial-end-15,,,,,,,,[alt-ending],,,,,,
time-witch_[sad]___alt-trial-end-16_after-altending_%°@#,time-witch,sad,FALSE,That's not how I remember things going down.,,,,after-altending,alt-trial-end-16,,,,,,,,[retry],,,,,,
